,Country,Region,Income,Year,Population
11077,Liechtenstein,Europe & Central Asia,High income,2011,36189.0
11078,Sri Lanka,South Asia,Lower middle income,2011,20859743.0
11079,Lesotho,Sub-Saharan Africa,Lower middle income,2011,2037677.0
11080,Lithuania,Europe & Central Asia,High income,2011,3028115.0
11081,Luxembourg,Europe & Central Asia,High income,2011,518347.0
11082,Latvia,Europe & Central Asia,High income,2011,2059709.0
11083,"Macao SAR, China",East Asia & Pacific,High income,2011,571003.0
11084,St. Martin (French part),Latin America & Caribbean,High income,2011,36350.0
11085,Morocco,Middle East & North Africa,Lower middle income,2011,32903699.0
11086,Monaco,Europe & Central Asia,High income,2011,33945.0
11087,Moldova,Europe & Central Asia,Upper middle income,2011,2860699.0
11088,Madagascar,Sub-Saharan Africa,Low income,2011,22348158.0
11089,Maldives,South Asia,Upper middle income,2011,374440.0
11090,Mexico,Latin America & Caribbean,Upper middle income,2011,114150481.0
11091,Marshall Islands,East Asia & Pacific,Upper middle income,2011,52971.0
11092,North Macedonia,Europe & Central Asia,Upper middle income,2011,2058539.0
11093,Mali,Sub-Saharan Africa,Low income,2011,16039734.0
11094,Malta,Middle East & North Africa,High income,2011,416268.0
11095,Myanmar,East Asia & Pacific,Lower middle income,2011,49794522.0
11096,Montenegro,Europe & Central Asia,Upper middle income,2011,620079.0
11097,Mongolia,East Asia & Pacific,Lower middle income,2011,2743938.0
11098,Northern Mariana Islands,East Asia & Pacific,High income,2011,52520.0
11099,Mozambique,Sub-Saharan Africa,Low income,2011,23760421.0
11100,Mauritania,Sub-Saharan Africa,Lower middle income,2011,3524249.0
11101,Mauritius,Sub-Saharan Africa,Upper middle income,2011,1252404.0
11102,Malawi,Sub-Saharan Africa,Low income,2011,15146094.0
11103,Malaysia,East Asia & Pacific,Upper middle income,2011,29184133.0
11104,Namibia,Sub-Saharan Africa,Upper middle income,2011,2132340.0
11105,New Caledonia,East Asia & Pacific,High income,2011,254350.0
11106,Niger,Sub-Saharan Africa,Low income,2011,17283112.0
11107,Nigeria,Sub-Saharan Africa,Lower middle income,2011,165463745.0
11108,Nicaragua,Latin America & Caribbean,Lower middle income,2011,5942553.0
11109,Netherlands,Europe & Central Asia,High income,2011,16693074.0
11110,Norway,Europe & Central Asia,High income,2011,4953088.0
11111,Nepal,South Asia,Lower middle income,2011,27266399.0
11112,Nauru,East Asia & Pacific,High income,2011,10283.0
11113,New Zealand,East Asia & Pacific,High income,2011,4384000.0
11114,Oman,Middle East & North Africa,High income,2011,3206870.0
11115,Pakistan,South Asia,Lower middle income,2011,198602738.0
11116,Panama,Latin America & Caribbean,High income,2011,3688674.0
11117,Peru,Latin America & Caribbean,Upper middle income,2011,29477721.0
11118,Philippines,East Asia & Pacific,Lower middle income,2011,96337913.0
11119,Palau,East Asia & Pacific,Upper middle income,2011,18240.0
11120,Papua New Guinea,East Asia & Pacific,Lower middle income,2011,7806637.0
11121,Poland,Europe & Central Asia,High income,2011,38063255.0
11122,Puerto Rico,Latin America & Caribbean,High income,2011,3678732.0
11123,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2011,24783789.0
11124,Portugal,Europe & Central Asia,High income,2011,10557560.0
11125,Paraguay,Latin America & Caribbean,Upper middle income,2011,5843939.0
11126,French Polynesia,East Asia & Pacific,High income,2011,285265.0
11127,Qatar,Middle East & North Africa,High income,2011,1804171.0
11128,Romania,Europe & Central Asia,High income,2011,20147528.0
11129,Russian Federation,Europe & Central Asia,Upper middle income,2011,142960908.0
11130,Rwanda,Sub-Saharan Africa,Low income,2011,10576932.0
11131,Saudi Arabia,Middle East & North Africa,High income,2011,30150945.0
11132,Sudan,Sub-Saharan Africa,Low income,2011,34419624.0
11133,Senegal,Sub-Saharan Africa,Lower middle income,2011,12875880.0
11134,Singapore,East Asia & Pacific,High income,2011,5183688.0
11135,Solomon Islands,East Asia & Pacific,Lower middle income,2011,553721.0
11136,Sierra Leone,Sub-Saharan Africa,Low income,2011,6612385.0
11137,El Salvador,Latin America & Caribbean,Upper middle income,2011,6137349.0
11138,San Marino,Europe & Central Asia,High income,2011,32495.0
11139,Somalia,Sub-Saharan Africa,Low income,2011,12216837.0
11140,Serbia,Europe & Central Asia,Upper middle income,2011,7234099.0
11141,South Sudan,Sub-Saharan Africa,Low income,2011,10243050.0
11142,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2011,186044.0
11143,Suriname,Latin America & Caribbean,Upper middle income,2011,552146.0
11144,Slovak Republic,Europe & Central Asia,High income,2011,5398384.0
11145,Slovenia,Europe & Central Asia,High income,2011,2052843.0
11146,Sweden,Europe & Central Asia,High income,2011,9449213.0
11147,Eswatini,Sub-Saharan Africa,Lower middle income,2011,1105371.0
11148,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2011,33435.0
11149,Seychelles,Sub-Saharan Africa,High income,2011,87441.0
11150,Syrian Arab Republic,Middle East & North Africa,Low income,2011,22730733.0
11151,Turks and Caicos Islands,Latin America & Caribbean,High income,2011,30816.0
11152,Chad,Sub-Saharan Africa,Low income,2011,12317730.0
11153,Togo,Sub-Saharan Africa,Low income,2011,6748672.0
11154,Thailand,East Asia & Pacific,Upper middle income,2011,68712846.0
11155,Tajikistan,Europe & Central Asia,Lower middle income,2011,7784819.0
11156,Turkmenistan,Europe & Central Asia,Upper middle income,2011,5360811.0
11157,Timor-Leste,East Asia & Pacific,Lower middle income,2011,1112976.0
11158,Tonga,East Asia & Pacific,Upper middle income,2011,107611.0
11159,Trinidad and Tobago,Latin America & Caribbean,High income,2011,1420020.0
11160,Tunisia,Middle East & North Africa,Lower middle income,2011,11032528.0
11161,Turkiye,Europe & Central Asia,Upper middle income,2011,74223629.0
11162,Tuvalu,East Asia & Pacific,Upper middle income,2011,10700.0
11163,Tanzania,Sub-Saharan Africa,Lower middle income,2011,46416031.0
11164,Uganda,Sub-Saharan Africa,Low income,2011,33295738.0
11165,Ukraine,Europe & Central Asia,Lower middle income,2011,45706086.0
11166,Uruguay,Latin America & Caribbean,High income,2011,3361637.0
11167,United States,North America,High income,2011,311583481.0
11168,Uzbekistan,Europe & Central Asia,Lower middle income,2011,29339400.0
11169,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2011,108703.0
11170,British Virgin Islands,Latin America & Caribbean,High income,2011,27962.0
11171,Virgin Islands (U.S.),Latin America & Caribbean,High income,2011,108290.0
11172,Viet Nam,East Asia & Pacific,Lower middle income,2011,88349117.0
11173,Vanuatu,East Asia & Pacific,Lower middle income,2011,251294.0
11174,Samoa,East Asia & Pacific,Lower middle income,2011,196351.0
11175,Kosovo,Europe & Central Asia,Upper middle income,2011,1791000.0
11176,"Yemen, Rep.",Middle East & North Africa,Low income,2011,25475610.0
11177,South Africa,Sub-Saharan Africa,Upper middle income,2011,52443325.0
11178,Zambia,Sub-Saharan Africa,Lower middle income,2011,14265814.0
11179,Zimbabwe,Sub-Saharan Africa,Lower middle income,2011,13025785.0
11180,Aruba,Latin America & Caribbean,High income,2012,102112.0
11181,Afghanistan,South Asia,Low income,2012,30466479.0
11182,Angola,Sub-Saharan Africa,Lower middle income,2012,25188292.0
11183,Albania,Europe & Central Asia,Upper middle income,2012,2900401.0
11184,Andorra,Europe & Central Asia,High income,2012,71013.0
11185,United Arab Emirates,Middle East & North Africa,High income,2012,8664969.0
11186,Argentina,Latin America & Caribbean,Upper middle income,2012,41733271.0
11187,Armenia,Europe & Central Asia,Upper middle income,2012,2914421.0
11188,American Samoa,East Asia & Pacific,High income,2012,53691.0
11189,Antigua and Barbuda,Latin America & Caribbean,High income,2012,87674.0
11190,Australia,East Asia & Pacific,High income,2012,22733465.0
11191,Austria,Europe & Central Asia,High income,2012,8429991.0
11192,Azerbaijan,Europe & Central Asia,Upper middle income,2012,9295784.0
11193,Burundi,Sub-Saharan Africa,Low income,2012,9795479.0
11194,Belgium,Europe & Central Asia,High income,2012,11106932.0
11195,Benin,Sub-Saharan Africa,Lower middle income,2012,10014078.0
11196,Burkina Faso,Sub-Saharan Africa,Low income,2012,17113732.0
11197,Bangladesh,South Asia,Lower middle income,2012,152090649.0
11198,Bulgaria,Europe & Central Asia,Upper middle income,2012,7305888.0
11199,Bahrain,Middle East & North Africa,High income,2012,1224939.0
11200,"Bahamas, The",Latin America & Caribbean,High income,2012,382061.0
11201,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2012,3674374.0
11202,Belarus,Europe & Central Asia,Upper middle income,2012,9446836.0
11203,Belize,Latin America & Caribbean,Upper middle income,2012,337059.0
11204,Bermuda,North America,High income,2012,64798.0
11205,Bolivia,Latin America & Caribbean,Lower middle income,2012,10569697.0
11206,Brazil,Latin America & Caribbean,Upper middle income,2012,199977707.0
11207,Barbados,Latin America & Caribbean,High income,2012,276197.0
11208,Brunei Darussalam,East Asia & Pacific,High income,2012,406634.0
11209,Bhutan,South Asia,Lower middle income,2012,721145.0
11210,Botswana,Sub-Saharan Africa,Upper middle income,2012,2175425.0
11211,Central African Republic,Sub-Saharan Africa,Low income,2012,4773306.0
11212,Canada,North America,High income,2012,34714222.0
11213,Switzerland,Europe & Central Asia,High income,2012,7996861.0
11214,Channel Islands,Europe & Central Asia,High income,2012,158621.0
11215,Chile,Latin America & Caribbean,High income,2012,17341771.0
11216,China,East Asia & Pacific,Upper middle income,2012,1354190000.0
11217,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2012,22010712.0
11218,Cameroon,Sub-Saharan Africa,Lower middle income,2012,21032684.0
11219,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2012,70997870.0
11220,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2012,4713257.0
11221,Colombia,Latin America & Caribbean,Upper middle income,2012,45782417.0
11222,Comoros,Sub-Saharan Africa,Lower middle income,2012,684553.0
11223,Cabo Verde,Sub-Saharan Africa,Lower middle income,2012,533864.0
11224,Costa Rica,Latin America & Caribbean,Upper middle income,2012,4736593.0
11225,Cuba,Latin America & Caribbean,Upper middle income,2012,11309290.0
11226,Curacao,Latin America & Caribbean,High income,2012,152088.0
11227,Cayman Islands,Latin America & Caribbean,High income,2012,56860.0
11228,Cyprus,Europe & Central Asia,High income,2012,1156556.0
11229,Czechia,Europe & Central Asia,High income,2012,10510785.0
11230,Germany,Europe & Central Asia,High income,2012,80425823.0
11231,Djibouti,Middle East & North Africa,Lower middle income,2012,954297.0
11232,Dominica,Latin America & Caribbean,Upper middle income,2012,68888.0
11233,Denmark,Europe & Central Asia,High income,2012,5591572.0
11234,Dominican Republic,Latin America & Caribbean,Upper middle income,2012,10030882.0
11235,Algeria,Middle East & North Africa,Lower middle income,2012,37260563.0
11236,Ecuador,Latin America & Caribbean,Upper middle income,2012,15483883.0
11237,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2012,91240376.0
11238,Eritrea,Sub-Saharan Africa,Low income,2012,3252596.0
11239,Spain,Europe & Central Asia,High income,2012,46773055.0
11240,Estonia,Europe & Central Asia,High income,2012,1322696.0
11241,Ethiopia,Sub-Saharan Africa,Low income,2012,94451280.0
11242,Finland,Europe & Central Asia,High income,2012,5413971.0
11243,Fiji,East Asia & Pacific,Upper middle income,2012,911059.0
11244,France,Europe & Central Asia,High income,2012,65662240.0
11245,Faroe Islands,Europe & Central Asia,High income,2012,48392.0
11246,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2012,108232.0
11247,Gabon,Sub-Saharan Africa,Upper middle income,2012,1836705.0
11248,United Kingdom,Europe & Central Asia,High income,2012,63700215.0
11249,Georgia,Europe & Central Asia,Upper middle income,2012,3728874.0
11250,Ghana,Sub-Saharan Africa,Lower middle income,2012,26858762.0
11251,Gibraltar,Europe & Central Asia,High income,2012,32160.0
11252,Guinea,Sub-Saharan Africa,Lower middle income,2012,10788692.0
11253,"Gambia, The",Sub-Saharan Africa,Low income,2012,2061014.0
11254,Guinea-Bissau,Sub-Saharan Africa,Low income,2012,1652717.0
11255,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2012,1193636.0
11256,Greece,Europe & Central Asia,High income,2012,11045011.0
11257,Grenada,Latin America & Caribbean,Upper middle income,2012,115912.0
11258,Greenland,Europe & Central Asia,High income,2012,56810.0
11259,Guatemala,Latin America & Caribbean,Upper middle income,2012,14781942.0
11260,Guam,East Asia & Pacific,High income,2012,166392.0
11261,Guyana,Latin America & Caribbean,High income,2012,743966.0
11262,"Hong Kong SAR, China",East Asia & Pacific,High income,2012,7150100.0
11263,Honduras,Latin America & Caribbean,Lower middle income,2012,8792367.0
11264,Croatia,Europe & Central Asia,High income,2012,4267558.0
11265,Haiti,Latin America & Caribbean,Lower middle income,2012,10108539.0
11266,Hungary,Europe & Central Asia,High income,2012,9920362.0
11267,Indonesia,East Asia & Pacific,Upper middle income,2012,250222695.0
11268,Isle of Man,Europe & Central Asia,High income,2012,84338.0
11269,India,South Asia,Lower middle income,2012,1274487215.0
11270,Ireland,Europe & Central Asia,High income,2012,4599533.0
11271,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2012,77324451.0
11272,Iraq,Middle East & North Africa,Upper middle income,2012,33864447.0
11273,Iceland,Europe & Central Asia,High income,2012,320716.0
11274,Israel,Middle East & North Africa,High income,2012,7910500.0
11275,Italy,Europe & Central Asia,High income,2012,59539717.0
11276,Jamaica,Latin America & Caribbean,Upper middle income,2012,2759817.0
11277,Jordan,Middle East & North Africa,Lower middle income,2012,7211863.0
11278,Japan,East Asia & Pacific,High income,2012,127629000.0
11279,Kazakhstan,Europe & Central Asia,Upper middle income,2012,16792090.0
11280,Kenya,Sub-Saharan Africa,Lower middle income,2012,43725806.0
11281,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2012,5607200.0
11282,Cambodia,East Asia & Pacific,Lower middle income,2012,14786640.0
11283,Kiribati,East Asia & Pacific,Lower middle income,2012,111618.0
11284,St. Kitts and Nevis,Latin America & Caribbean,High income,2012,47727.0
11285,"Korea, Rep.",East Asia & Pacific,High income,2012,50199853.0
11286,Kuwait,Middle East & North Africa,High income,2012,3394663.0
11287,Lao PDR,East Asia & Pacific,Lower middle income,2012,6508803.0
11288,Lebanon,Middle East & North Africa,Lower middle income,2012,5178337.0
11289,Liberia,Sub-Saharan Africa,Low income,2012,4331740.0
11290,Libya,Middle East & North Africa,Upper middle income,2012,5869870.0
11291,St. Lucia,Latin America & Caribbean,Upper middle income,2012,173124.0
11292,Liechtenstein,Europe & Central Asia,High income,2012,36505.0
11293,Sri Lanka,South Asia,Lower middle income,2012,21017147.0
11294,Lesotho,Sub-Saharan Africa,Lower middle income,2012,2054718.0
11295,Lithuania,Europe & Central Asia,High income,2012,2987773.0
11296,Luxembourg,Europe & Central Asia,High income,2012,530946.0
11297,Latvia,Europe & Central Asia,High income,2012,2034319.0
11298,"Macao SAR, China",East Asia & Pacific,High income,2012,582766.0
11299,St. Martin (French part),Latin America & Caribbean,High income,2012,36026.0
11300,Morocco,Middle East & North Africa,Lower middle income,2012,33352169.0
11301,Monaco,Europe & Central Asia,High income,2012,34700.0
11302,Moldova,Europe & Central Asia,Upper middle income,2012,2860324.0
11303,Madagascar,Sub-Saharan Africa,Low income,2012,22966240.0
11304,Maldives,South Asia,Upper middle income,2012,387539.0
11305,Mexico,Latin America & Caribbean,Upper middle income,2012,115755909.0
11306,Marshall Islands,East Asia & Pacific,Upper middle income,2012,52203.0
11307,North Macedonia,Europe & Central Asia,Upper middle income,2012,2061044.0
11308,Mali,Sub-Saharan Africa,Low income,2012,16514687.0
11309,Malta,Middle East & North Africa,High income,2012,420028.0
11310,Myanmar,East Asia & Pacific,Lower middle income,2012,50218185.0
11311,Montenegro,Europe & Central Asia,Upper middle income,2012,620601.0
11312,Mongolia,East Asia & Pacific,Lower middle income,2012,2792349.0
11313,Northern Mariana Islands,East Asia & Pacific,High income,2012,52359.0
11314,Mozambique,Sub-Saharan Africa,Low income,2012,24487611.0
11315,Mauritania,Sub-Saharan Africa,Lower middle income,2012,3636113.0
11316,Mauritius,Sub-Saharan Africa,Upper middle income,2012,1255882.0
11317,Malawi,Sub-Saharan Africa,Low income,2012,15581251.0
11318,Malaysia,East Asia & Pacific,Upper middle income,2012,29660212.0
11319,Namibia,Sub-Saharan Africa,Upper middle income,2012,2167470.0
11320,New Caledonia,East Asia & Pacific,High income,2012,259000.0
11321,Niger,Sub-Saharan Africa,Low income,2012,17954407.0
11322,Nigeria,Sub-Saharan Africa,Lower middle income,2012,170075932.0
11323,Nicaragua,Latin America & Caribbean,Lower middle income,2012,6030607.0
11324,Netherlands,Europe & Central Asia,High income,2012,16754962.0
11325,Norway,Europe & Central Asia,High income,2012,5018573.0
11326,Nepal,South Asia,Lower middle income,2012,27330694.0
11327,Nauru,East Asia & Pacific,High income,2012,10444.0
11328,New Zealand,East Asia & Pacific,High income,2012,4408100.0
11329,Oman,Middle East & North Africa,High income,2012,3535579.0
11330,Pakistan,South Asia,Lower middle income,2012,202205861.0
11331,Panama,Latin America & Caribbean,High income,2012,3754862.0
11332,Peru,Latin America & Caribbean,Upper middle income,2012,29749589.0
11333,Philippines,East Asia & Pacific,Lower middle income,2012,98032317.0
11334,Palau,East Asia & Pacific,Upper middle income,2012,17946.0
11335,Papua New Guinea,East Asia & Pacific,Lower middle income,2012,8026545.0
11336,Poland,Europe & Central Asia,High income,2012,38063164.0
11337,Puerto Rico,Latin America & Caribbean,High income,2012,3634488.0
11338,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2012,24887770.0
11339,Portugal,Europe & Central Asia,High income,2012,10514844.0
11340,Paraguay,Latin America & Caribbean,Upper middle income,2012,5923322.0
11341,French Polynesia,East Asia & Pacific,High income,2012,286584.0
11342,Qatar,Middle East & North Africa,High income,2012,1905660.0
11343,Romania,Europe & Central Asia,High income,2012,20058035.0
11344,Russian Federation,Europe & Central Asia,Upper middle income,2012,143201721.0
11345,Rwanda,Sub-Saharan Africa,Low income,2012,10840334.0
11346,Saudi Arabia,Middle East & North Africa,High income,2012,30821543.0
11347,Sudan,Sub-Saharan Africa,Low income,2012,35159792.0
11348,Senegal,Sub-Saharan Africa,Lower middle income,2012,13231833.0
11349,Singapore,East Asia & Pacific,High income,2012,5312437.0
11350,Solomon Islands,East Asia & Pacific,Lower middle income,2012,567763.0
11351,Sierra Leone,Sub-Saharan Africa,Low income,2012,6788587.0
11352,El Salvador,Latin America & Caribbean,Upper middle income,2012,6161289.0
11353,San Marino,Europe & Central Asia,High income,2012,33132.0
11354,Somalia,Sub-Saharan Africa,Low income,2012,12440326.0
11355,Serbia,Europe & Central Asia,Upper middle income,2012,7199077.0
11356,South Sudan,Sub-Saharan Africa,Low income,2012,10701604.0
11357,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2012,189924.0
11358,Suriname,Latin America & Caribbean,Upper middle income,2012,558111.0
11359,Slovak Republic,Europe & Central Asia,High income,2012,5407579.0
11360,Slovenia,Europe & Central Asia,High income,2012,2057159.0
11361,Sweden,Europe & Central Asia,High income,2012,9519374.0
11362,Eswatini,Sub-Saharan Africa,Lower middle income,2012,1111444.0
11363,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2012,34640.0
11364,Seychelles,Sub-Saharan Africa,High income,2012,88303.0
11365,Syrian Arab Republic,Middle East & North Africa,Low income,2012,22605577.0
11366,Turks and Caicos Islands,Latin America & Caribbean,High income,2012,32081.0
11367,Chad,Sub-Saharan Africa,Low income,2012,12754906.0
11368,Togo,Sub-Saharan Africa,Low income,2012,6926635.0
11369,Thailand,East Asia & Pacific,Upper middle income,2012,69157023.0
11370,Tajikistan,Europe & Central Asia,Lower middle income,2012,7956382.0
11371,Turkmenistan,Europe & Central Asia,Upper middle income,2012,5458682.0
11372,Timor-Leste,East Asia & Pacific,Lower middle income,2012,1137676.0
11373,Tonga,East Asia & Pacific,Upper middle income,2012,107502.0
11374,Trinidad and Tobago,Latin America & Caribbean,High income,2012,1430377.0
11375,Tunisia,Middle East & North Africa,Lower middle income,2012,11174383.0
11376,Turkiye,Europe & Central Asia,Upper middle income,2012,75175827.0
11377,Tuvalu,East Asia & Pacific,Upper middle income,2012,10854.0
11378,Tanzania,Sub-Saharan Africa,Lower middle income,2012,47786137.0
11379,Uganda,Sub-Saharan Africa,Low income,2012,34273295.0
11380,Ukraine,Europe & Central Asia,Lower middle income,2012,45593342.0
11381,Uruguay,Latin America & Caribbean,High income,2012,3371133.0
11382,United States,North America,High income,2012,313877662.0
11383,Uzbekistan,Europe & Central Asia,Lower middle income,2012,29774500.0
11384,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2012,108083.0
11385,British Virgin Islands,Latin America & Caribbean,High income,2012,28421.0
11386,Virgin Islands (U.S.),Latin America & Caribbean,High income,2012,108188.0
11387,Viet Nam,East Asia & Pacific,Lower middle income,2012,89301326.0
11388,Vanuatu,East Asia & Pacific,Lower middle income,2012,257313.0
11389,Samoa,East Asia & Pacific,Lower middle income,2012,198124.0
11390,Kosovo,Europe & Central Asia,Upper middle income,2012,1807106.0
11391,"Yemen, Rep.",Middle East & North Africa,Low income,2012,26223391.0
11392,South Africa,Sub-Saharan Africa,Upper middle income,2012,53145033.0
11393,Zambia,Sub-Saharan Africa,Lower middle income,2012,14744658.0
11394,Zimbabwe,Sub-Saharan Africa,Lower middle income,2012,13265331.0
11395,Aruba,Latin America & Caribbean,High income,2013,102880.0
11396,Afghanistan,South Asia,Low income,2013,31541209.0
11397,Angola,Sub-Saharan Africa,Lower middle income,2013,26147002.0
11398,Albania,Europe & Central Asia,Upper middle income,2013,2895092.0
11399,Andorra,Europe & Central Asia,High income,2013,71367.0
11400,United Arab Emirates,Middle East & North Africa,High income,2013,8751847.0
11401,Argentina,Latin America & Caribbean,Upper middle income,2013,42202935.0
11402,Armenia,Europe & Central Asia,Upper middle income,2013,2901385.0
11403,American Samoa,East Asia & Pacific,High income,2013,52995.0
11404,Antigua and Barbuda,Latin America & Caribbean,High income,2013,88497.0
11405,Australia,East Asia & Pacific,High income,2013,23128129.0
11406,Austria,Europe & Central Asia,High income,2013,8479823.0
11407,Azerbaijan,Europe & Central Asia,Upper middle income,2013,9416801.0
11408,Burundi,Sub-Saharan Africa,Low income,2013,10149577.0
11409,Belgium,Europe & Central Asia,High income,2013,11159407.0
11410,Benin,Sub-Saharan Africa,Lower middle income,2013,10308730.0
11411,Burkina Faso,Sub-Saharan Africa,Low income,2013,17636408.0
11412,Bangladesh,South Asia,Lower middle income,2013,154030139.0
11413,Bulgaria,Europe & Central Asia,Upper middle income,2013,7265115.0
11414,Bahrain,Middle East & North Africa,High income,2013,1261673.0
11415,"Bahamas, The",Latin America & Caribbean,High income,2013,385650.0
11416,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2013,3617559.0
11417,Belarus,Europe & Central Asia,Upper middle income,2013,9443211.0
11418,Belize,Latin America & Caribbean,Upper middle income,2013,344688.0
11419,Bermuda,North America,High income,2013,65001.0
11420,Bolivia,Latin America & Caribbean,Lower middle income,2013,10743349.0
11421,Brazil,Latin America & Caribbean,Upper middle income,2013,201721767.0
11422,Barbados,Latin America & Caribbean,High income,2013,276865.0
11423,Brunei Darussalam,East Asia & Pacific,High income,2013,411702.0
11424,Bhutan,South Asia,Lower middle income,2013,728889.0
11425,Botswana,Sub-Saharan Africa,Upper middle income,2013,2217278.0
11426,Central African Republic,Sub-Saharan Africa,Low income,2013,4802428.0
11427,Canada,North America,High income,2013,35082954.0
11428,Switzerland,Europe & Central Asia,High income,2013,8089346.0
11429,Channel Islands,Europe & Central Asia,High income,2013,159794.0
11430,Chile,Latin America & Caribbean,High income,2013,17509925.0
11431,China,East Asia & Pacific,Upper middle income,2013,1363240000.0
11432,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2013,22469268.0
11433,Cameroon,Sub-Saharan Africa,Lower middle income,2013,21632850.0
11434,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2013,73460021.0
11435,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2013,4828066.0
11436,Colombia,Latin America & Caribbean,Upper middle income,2013,46237930.0
11437,Comoros,Sub-Saharan Africa,Lower middle income,2013,699393.0
11438,Cabo Verde,Sub-Saharan Africa,Lower middle income,2013,539940.0
11439,Costa Rica,Latin America & Caribbean,Upper middle income,2013,4791535.0
11440,Cuba,Latin America & Caribbean,Upper middle income,2013,11321579.0
11441,Curacao,Latin America & Caribbean,High income,2013,153822.0
11442,Cayman Islands,Latin America & Caribbean,High income,2013,58212.0
11443,Cyprus,Europe & Central Asia,High income,2013,1166968.0
11444,Czechia,Europe & Central Asia,High income,2013,10514272.0
11445,Germany,Europe & Central Asia,High income,2013,80645605.0
11446,Djibouti,Middle East & North Africa,Lower middle income,2013,971753.0
11447,Dominica,Latin America & Caribbean,Upper middle income,2013,68819.0
11448,Denmark,Europe & Central Asia,High income,2013,5614932.0
11449,Dominican Republic,Latin America & Caribbean,Upper middle income,2013,10157051.0
11450,Algeria,Middle East & North Africa,Lower middle income,2013,38000626.0
11451,Ecuador,Latin America & Caribbean,Upper middle income,2013,15722989.0
11452,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2013,93377890.0
11453,Eritrea,Sub-Saharan Africa,Low income,2013,3296367.0
11454,Spain,Europe & Central Asia,High income,2013,46620045.0
11455,Estonia,Europe & Central Asia,High income,2013,1317997.0
11456,Ethiopia,Sub-Saharan Africa,Low income,2013,97084366.0
11457,Finland,Europe & Central Asia,High income,2013,5438972.0
11458,Fiji,East Asia & Pacific,Upper middle income,2013,913453.0
11459,France,Europe & Central Asia,High income,2013,66002289.0
11460,Faroe Islands,Europe & Central Asia,High income,2013,48418.0
11461,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2013,108609.0
11462,Gabon,Sub-Saharan Africa,Upper middle income,2013,1902226.0
11463,United Kingdom,Europe & Central Asia,High income,2013,64128273.0
11464,Georgia,Europe & Central Asia,Upper middle income,2013,3717668.0
11465,Ghana,Sub-Saharan Africa,Lower middle income,2013,27525597.0
11466,Gibraltar,Europe & Central Asia,High income,2013,32411.0
11467,Guinea,Sub-Saharan Africa,Lower middle income,2013,11055430.0
11468,"Gambia, The",Sub-Saharan Africa,Low income,2013,2124869.0
11469,Guinea-Bissau,Sub-Saharan Africa,Low income,2013,1697753.0
11470,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2013,1243941.0
11471,Greece,Europe & Central Asia,High income,2013,10965211.0
11472,Grenada,Latin America & Caribbean,Upper middle income,2013,116945.0
11473,Greenland,Europe & Central Asia,High income,2013,56483.0
11474,Guatemala,Latin America & Caribbean,Upper middle income,2013,15043981.0
11475,Guam,East Asia & Pacific,High income,2013,167054.0
11476,Guyana,Latin America & Caribbean,High income,2013,747420.0
11477,"Hong Kong SAR, China",East Asia & Pacific,High income,2013,7178900.0
11478,Honduras,Latin America & Caribbean,Lower middle income,2013,8960657.0
11479,Croatia,Europe & Central Asia,High income,2013,4255689.0
11480,Haiti,Latin America & Caribbean,Lower middle income,2013,10261206.0
11481,Hungary,Europe & Central Asia,High income,2013,9893082.0
11482,Indonesia,East Asia & Pacific,Upper middle income,2013,253275918.0
11483,Isle of Man,Europe & Central Asia,High income,2013,84144.0
11484,India,South Asia,Lower middle income,2013,1291132063.0
11485,Ireland,Europe & Central Asia,High income,2013,4623816.0
11486,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2013,78458928.0
11487,Iraq,Middle East & North Africa,Upper middle income,2013,35481800.0
11488,Iceland,Europe & Central Asia,High income,2013,323764.0
11489,Israel,Middle East & North Africa,High income,2013,8059500.0
11490,Italy,Europe & Central Asia,High income,2013,60233948.0
11491,Jamaica,Latin America & Caribbean,Upper middle income,2013,2773129.0
